Combination,Q2_0A,Q2_1A,Q2_2A,Q2_3A,Q2_5A,Q2_8A,Q2_0B,Q2_1B,Q2_2B,Q2_3B,Q2_5B,Q2_8B,TR_Pro,Core_pro_design,1st_UAS,2nd_UAS,3rd_UAS,miu_Lib_0A,reads_sum_0A,miu_Lib_0B,reads_sum_0B,miu_Lib_1A,reads_sum_1A,miu_Lib_1B,reads_sum_1B,miu_Lib_2A,reads_sum_2A,miu_Lib_2B,reads_sum_2B,miu_Lib_3A,reads_sum_3A,miu_Lib_3B,reads_sum_3B,miu_Lib_5A,reads_sum_5A,miu_Lib_5B,reads_sum_5B,miu_Lib_8A,reads_sum_8A,miu_Lib_8B,reads_sum_8B,miu_Lib_0,miu_Lib_1,miu_Lib_2,miu_Lib_3,miu_Lib_5,miu_Lib_8
pENO2-OP_TATA_OP-UAS_CEC,63,83,92,16,23,102,28,4,90,6,131,253,pENO2,OP_TATA_OP,C,E,C,-1.1438085743339026,188,-1.0420267306805089,252,-0.9591818672913157,192,-1.1768126034103237,322,-1.116900611117259,238,-1.1754545924533069,279,-1.050831875433619,193,-1.0754023949100682,244,-1.2160306577534337,377,-1.161100775181518,359,-1.113341162865662,268,-1.1980931294377812,339,-1.0929176525072057,-1.0679972353508198,-1.146177601785283,-1.0631171351718436,-1.1885657164674759,-1.1557171461517215
pENO2-OP_TATA_OP-UAS_CFC,70,79,40,29,247,25,34,4,6,9,22,65,pENO2,OP_TATA_OP,C,F,C,-0.9581240629127579,297,-0.9401755549065315,151,-0.8721879706581283,269,-1.1406966494391726,204,-1.0823355418735756,111,-1.0451761911550506,169,-1.100126698984221,212,-1.1738816508103262,119,-1.0817764928205198,368,-0.9820515720772768,132,-1.020979826942279,245,-1.0961242558926412,321,-0.9491498089096446,-1.0064423100486504,-1.0637558665143132,-1.1370041748972737,-1.0319140324488982,-1.05855204141746
pENO2-OP_TATA_OP-UAS_CFD,108,96,221,277,45,343,64,2,142,7,172,289,pENO2,OP_TATA_OP,C,F,D,-1.069268886446698,235,-0.9448961516901164,243,-1.1281325088394047,449,-1.22699212716131,177,-1.0582304055336438,482,-0.867242589387359,307,-1.1704892686602006,284,-1.1524945852604325,182,-1.107137219593783,354,-1.124942680402833,322,-1.2317054876138933,225,-1.122673875589739,280,-1.0070825190684072,-1.1775623180003574,-0.9627364974605014,-1.1614919269603166,-1.116039949998308,-1.1771896816018161
pENO2-OP_TATA_OP-UAS_CFF,108,291,226,69,32,319,166,343,330,897,193,284,pENO2,OP_TATA_OP,C,F,F,-1.0835535350095105,534,-1.0409571979690129,535,-1.119668083683763,768,-1.0856264683337051,1236,-1.0766063154277608,827,-1.1271291876259601,760,-1.0450289663053853,702,-1.159594590462992,764,-1.1039046623511264,1173,-1.1925917940324235,961,-1.1685908587617322,1004,-1.1421045474737737,778,-1.0622553664892616,-1.102647276008734,-1.1018677515268605,-1.1023117783841887,-1.148248228191775,-1.1553477031177528
pENO2-OP_TATA_OP-UAS_DAC,167,125,355,333,271,132,122,12,437,44,141,93,pENO2,OP_TATA_OP,D,A,C,-1.0379816678786922,816,-0.9548946934442972,667,-1.0648102830265758,740,-1.033299367779989,596,-1.1082414507526241,520,-1.0741572990648314,668,-1.0457709404889934,626,-1.1449502280909476,642,-1.0694290424540887,926,-1.1011383861514497,861,-1.1875351826160156,938,-1.1032860952694603,888,-0.9964381806614947,-1.0490548254032825,-1.0911993749087276,-1.0953605842899705,-1.0852837143027692,-1.1454106389427379
pENO2-OP_TATA_OP-UAS_DAF,91,154,277,273,13,151,145,5,247,77,88,76,pENO2,OP_TATA_OP,D,A,F,-1.18217813967753,611,-1.1574709268409271,647,-1.1910309914811332,794,-1.0843861651923552,815,-1.238358430965857,537,-1.250694248596818,651,-1.0883948720116359,846,-1.2098198923762356,452,-1.1733316882860743,711,-1.1288924816549255,935,-1.2480729287943721,907,-1.1732577835691362,736,-1.1698245332592285,-1.1377085783367442,-1.2445263397813375,-1.1491073821939357,-1.1511120849704999,-1.2106653561817542
pENO2-OP_TATA_OP-UAS_DBC,46,144,240,28,62,63,119,69,382,190,350,142,pENO2,OP_TATA_OP,D,B,C,-1.0242918431085057,558,-0.9457712828111362,522,-1.0289088071640238,689,-1.0403306236293273,637,-1.1081488161123265,539,-1.0115098428110483,649,-1.1918976701784127,585,-1.056757741015153,557,-1.0310191470793246,880,-1.0914355190381966,671,-1.0558840521578272,696,-1.0873520848069764,657,-0.985031562959821,-1.0346197153966754,-1.0598293294616874,-1.1243277055967829,-1.0612273330587607,-1.071618068482402
pENO2-OP_TATA_OP-UAS_DBD,61,121,381,23,21,133,40,2,3,177,74,104,pENO2,OP_TATA_OP,D,B,D,-1.1140489016501816,399,-0.9990515191823912,247,-1.1784999171669353,346,-1.090208567356817,319,-0.9779463526153729,338,-0.84288725035742,321,-1.1845752576611943,251,-0.986766954589587,319,-1.188584946265832,386,-1.1880892943783905,423,-1.1160048077715397,393,-1.042978753761676,533,-1.0565502104162863,-1.134354242261876,-0.9104168014863965,-1.0856711061253908,-1.1883371203221111,-1.0794917807666078
pENO2-OP_TATA_OP-UAS_DBF,91,152,286,808,24,182,63,8,347,455,255,312,pENO2,OP_TATA_OP,D,B,F,-1.0435727685375213,375,-1.1111777988919538,365,-1.1428193197568253,567,-1.1457186459295194,758,-1.0645095015399495,557,-0.990265407143969,604,-1.2398348757707036,506,-1.1923184523454515,450,-1.090158691166368,859,-1.1101024045166206,646,-1.284484413236957,604,-1.1765028822312664,897,-1.0773752837147375,-1.1442689828431725,-1.0273874543419592,-1.2160766640580776,-1.1001305478414944,-1.2304936477341117
pENO2-OP_TATA_OP-UAS_DDC,117,58,266,662,79,36,38,3,2,190,91,16,pENO2,OP_TATA_OP,D,D,C,-0.9690133459116411,440,-0.98178405308182,323,-1.089300935747346,229,-1.116363852280617,470,-1.191931780926427,230,-1.0378126937749106,343,-0.9775256069875641,308,-1.1447736471500114,262,-1.0706672440175242,543,-1.1343056067651824,389,-1.1297443766217896,402,-1.1847988541225525,388,-0.9753986994967305,-1.1028323940139815,-1.1148722373506688,-1.0611496270687877,-1.1024864253913533,-1.1572716153721712
pENO2-OP_TATA_OP-UAS_DDD,32,14,82,13,7,28,34,33,2,79,2,12,pENO2,OP_TATA_OP,D,D,D,-1.1081552360471925,145,-1.1229381332824016,156,-0.9999558583089874,249,-1.0922555313754532,213,-1.0174327044586295,186,-1.0951997534546296,221,-1.0919819449497992,190,-1.1410565652914244,205,-1.0840130120213178,225,-1.0527548945445595,242,-1.1875076906160515,192,-1.044750253415117,269,-1.115546684664797,-1.0461056948422203,-1.0563162289566295,-1.1165192551206118,-1.0683839532829387,-1.1161289720155843
pENO2-OP_TATA_OP-UAS_DDF,60,136,328,75,32,230,156,851,195,219,169,240,pENO2,OP_TATA_OP,D,D,F,-1.0080274042671908,385,-0.962250272233298,331,-1.0475601392894776,596,-1.0829743215790475,550,-1.0786995528781358,570,-1.0409710898560685,397,-1.1170272014558726,441,-1.1678414170672022,373,-1.1340444476226983,597,-1.1126117022246804,668,-1.101751141231642,380,-1.1385126987615384,612,-0.9851388382502444,-1.0652672304342625,-1.0598353213671021,-1.1424343092615374,-1.1233280749236894,-1.1201319199965902
pENO2-OP_TATA_OP-UAS_DEC,19,106,166,83,167,20,98,4,35,122,43,44,pENO2,OP_TATA_OP,D,E,C,-0.890169743318511,162,-0.9412853997872404,244,-0.969787728905568,307,-1.1794562022282808,363,-1.1059852282325833,279,-0.9940346972583907,259,-1.117904137776652,208,-1.1182886058850903,292,-1.1554962778957805,399,-1.1356003331075986,443,-1.0854964774164326,315,-1.0813139405621475,312,-0.9157275715528757,-1.0746219655669245,-1.050009962745487,-1.1180963718308712,-1.1455483055016895,-1.08340520898929
pENO2-OP_TATA_OP-UAS_DED,40,85,135,306,32,20,38,33,35,23,8,205,pENO2,OP_TATA_OP,D,E,D,-0.983581809735484,240,-0.9990839960041701,215,-0.9212985407363657,263,-1.107659990122943,478,-1.06171595142602,322,-1.172781354838488,259,-1.0888737241951358,174,-1.2481061908758198,248,-0.9455187692108997,413,-1.1978192410310193,330,-1.1474726141295921,360,-0.9072093764773488,227,-0.991332902869827,-1.0144792654296544,-1.117248653132254,-1.1684899575354777,-1.0716690051209596,-1.0273409953034705
pENO2-OP_TATA_OP-UAS_DEF,20,37,65,238,9,74,42,0,101,183,72,20,pENO2,OP_TATA_OP,D,E,F,-0.9867413802102543,192,-1.0184241831369254,108,-0.8841905944087903,195,-1.0613468334757785,256,-1.152435020670158,260,-1.189925918204604,243,-1.3932659186823222,122,-0.8221955602079398,109,-1.1660686103064952,354,-1.0534586383021582,317,-1.2095132382003864,266,-1.1575215684635605,351,-1.0025827816735897,-0.9727687139422845,-1.171180469437381,-1.107730739445131,-1.1097636243043267,-1.1835174033319733
pENO2-OP_TATA_OP-UAS_DFE,31,15,41,1,10,138,0,1,75,60,19,135,pENO2,OP_TATA_OP,D,F,E,-1.1600692090612217,169,-1.1161961045417368,162,-1.085493387738856,249,-1.1568891731451472,133,-1.181676335399342,106,-1.1879639324194826,174,-1.1594022570130453,121,-1.1343091827496876,237,-1.0067492137980247,273,-1.1184676006505012,200,-1.1874166546908715,200,-1.1084145478428629,138,-1.1381326568014791,-1.1211912804420017,-1.1848201339094122,-1.1468557198813665,-1.062608407224263,-1.1479156012668672
pENO2-OP_TATA_OP-UAS_EAC,75,62,160,149,65,86,114,8,173,14,120,224,pENO2,OP_TATA_OP,E,A,C,-1.0242329756252675,187,-0.9585640771656989,294,-1.057544958777259,483,-1.102450140154445,376,-1.021484502855274,216,-1.0650722307419667,296,-0.9916853678231672,246,-1.0028872818881596,325,-1.0287427908285567,394,-1.1532582815088506,323,-1.1199627391345237,395,-1.1443690753146676,315,-0.9913985263954832,-1.079997549465852,-1.0432783667986203,-0.9972863248556634,-1.0910005361687036,-1.1321659072245955
pENO2-OP_TATA_OP-UAS_EAD,187,195,336,481,369,412,117,16,491,57,396,207,pENO2,OP_TATA_OP,E,A,D,-1.033643053082699,613,-1.0431153773991249,420,-1.0603920094259138,733,-0.9890121539810125,752,-1.1758180903388182,558,-1.095754198301639,766,-1.1408047739486598,622,-1.137797020269868,515,-1.159134670091149,684,-1.227088247575239,769,-1.0859513702934906,684,-1.084149405008598,764,-1.038379215240912,-1.024702081703463,-1.1357861443202286,-1.1393008971092637,-1.193111458833194,-1.0850503876510444
pENO2-OP_TATA_OP-UAS_EAF,120,175,263,77,27,400,88,1,128,106,74,122,pENO2,OP_TATA_OP,E,A,F,-1.0455740261211557,341,-0.9735873358173215,320,-1.0895370781319678,578,-1.1177496508995086,536,-0.968517833187541,476,-1.3362223278531526,344,-1.1066919494021865,303,-1.0527681924098797,333,-1.078577829063143,641,-1.192414016714122,616,-1.1101330593120127,597,-1.1273033007769517,527,-1.0095806809692385,-1.1036433645157382,-1.1523700805203467,-1.0797300709060331,-1.1354959228886323,-1.1187181800444823
pENO2-OP_TATA_OP-UAS_EBC,35,44,109,113,14,45,11,0,10,116,42,198,pENO2,OP_TATA_OP,E,B,C,-0.9787081528181425,285,-0.9986209642694418,264,-1.108726114601715,414,-0.9527944942733988,363,-0.9665145114956022,398,-0.9972214725702206,322,-1.1629766625907119,257,-1.1258958960704804,301,-1.1291823930686813,431,-1.1028447283853848,593,-1.1187134925313953,419,-0.9921906548436208,296,-0.9886645585437921,-1.0307603044375568,-0.9818679920329114,-1.1444362793305962,-1.116013560727033,-1.055452073687508
pENO2-OP_TATA_OP-UAS_EBD,70,66,71,12,53,121,44,31,96,257,180,83,pENO2,OP_TATA_OP,E,B,D,-1.089097029211821,378,-1.0107848882477677,407,-1.1941474136673427,281,-1.1037396953901337,663,-1.0108695506031093,536,-1.106231162436551,472,-1.0842031449060947,179,-1.1139534654933678,317,-1.1999013292501295,416,-1.0969275688265026,565,-1.1795144097475025,314,-1.2400544879853004,355,-1.0499409587297943,-1.148943554528738,-1.0585503565198302,-1.0990783051997313,-1.1484144490383161,-1.2097844488664014
pENO2-OP_TATA_OP-UAS_EBF,34,55,229,179,192,122,92,9,247,226,175,125,pENO2,OP_TATA_OP,E,B,F,-1.0564172463752448,357,-0.9998035878977105,349,-1.1313773033959484,404,-1.0353189058995822,275,-0.9371258260491147,365,-1.2071585636491595,401,-1.0652137409759777,244,-1.2480437792207395,270,-1.0918702567668266,581,-1.0736833227736466,655,-1.1238422767360685,385,-1.1911029369134813,619,-1.0281104171364777,-1.0833481046477653,-1.0721421948491372,-1.1566287600983585,-1.0827767897702367,-1.157472606824775
pENO2-OP_TATA_OP-UAS_ECC,69,97,55,18,256,230,102,5,265,5,107,160,pENO2,OP_TATA_OP,E,C,C,-1.104735447843038,207,-1.0407391444367606,177,-1.1356909316830492,283,-1.054296459676801,268,-1.2170268288493036,224,-1.2849262541504614,155,-1.2213854117989187,200,-1.0842122916717183,176,-1.1086358287853595,234,-1.164677054567461,159,-1.0866607843092684,308,-0.9988625968155759,355,-1.0727372961398993,-1.094993695679925,-1.2509765414998824,-1.1527988517353185,-1.1366564416764102,-1.0427616905624222
pENO2-OP_TATA_OP-UAS_ECD,27,49,218,4,6,22,44,1,86,27,83,79,pENO2,OP_TATA_OP,E,C,D,-1.0776341124726099,217,-0.9911736188587076,118,-1.2188544677850541,244,-1.1133469324875764,261,-1.1045136462355345,130,-1.1557646764741278,146,-1.3050556435420408,112,-1.0435564701981703,161,-0.9064586741664825,150,-1.2006362944116002,232,-1.1348477522314522,232,-1.292089747312573,233,-1.0344038656656587,-1.1661007001363153,-1.130139161354831,-1.1743060568701056,-1.0535474842890413,-1.2134687497720127
pENO2-OP_TATA_OP-UAS_EDB,29,155,64,119,5,16,111,757,319,325,176,342,pENO2,OP_TATA_OP,E,D,B,-1.0335139190218534,320,-1.07231859768174,330,-1.0479323736645099,398,-1.0277587328634026,641,-1.0795754287802208,464,-1.1312388369441924,397,-1.1854387332643492,289,-1.0905977403356293,426,-1.0331228946997497,651,-1.1761503938408018,561,-1.0297204573581906,383,-1.118259388755351,596,-1.0529162583517966,-1.0378455532639563,-1.1054071328622066,-1.1380182367999891,-1.1046366442702757,-1.0739899230567707
pENO2-OP_TATA_OP-UAS_EDC,57,122,188,237,72,79,128,18,132,1312,127,192,pENO2,OP_TATA_OP,E,D,C,-1.1083407798830094,468,-1.0248964082043326,342,-0.9671989298295494,708,-1.0739564070654606,533,-1.0626076358707996,406,-1.0611411112903677,394,-0.9836227507509867,337,-1.0746247096441264,290,-1.1312718418995877,596,-1.0592061589149293,603,-1.1154967789500132,446,-1.11151845199241,558,-1.066618594043671,-1.020577668447505,-1.0618743735805838,-1.0291237301975564,-1.0952390004072585,-1.1135076154712116
pENO2-OP_TATA_OP-UAS_EDD,74,107,217,89,103,84,33,22,156,41,34,52,pENO2,OP_TATA_OP,E,D,D,-1.070418179109092,268,-1.0109979844663157,276,-0.989883211086581,162,-0.9855088314372473,263,-1.0581550110882243,248,-1.1012772784307128,154,-0.9273846665452318,156,-1.0966704576959967,162,-0.9824605212202819,244,-1.0784735644204135,233,-1.227531662992034,225,-1.0992806744582009,281,-1.040708081787704,-0.9876960212619141,-1.0797161447594685,-1.0120275621206143,-1.0304670428203477,-1.1634061687251176
pENO2-OP_TATA_OP-UAS_EDF,231,231,503,485,80,480,244,16,406,328,315,200,pENO2,OP_TATA_OP,E,D,F,-1.0207451608298035,550,-0.9987912372140375,579,-1.113820702608705,821,-1.053776049093603,924,-1.1137219353995205,729,-1.1398695554310203,773,-1.1463970459835613,779,-1.0207297859343933,764,-1.1060212671898775,1179,-1.1556032143948705,922,-1.149399563885414,838,-1.07884457939586,1058,-1.0097681990219205,-1.083798375851154,-1.1267957454152704,-1.0835634159589773,-1.130812240792374,-1.114122071640637
pENO2-OP_TATA_OP-UAS_EEA,25,128,180,225,21,24,35,4,97,27,126,228,pENO2,OP_TATA_OP,E,E,A,-1.171008448917028,140,-1.1721805957009888,113,-1.0888512019556504,189,-1.113781336979235,280,-1.1104955291417309,260,-0.9749842984831826,323,-1.1906229985282804,163,-1.3346631240518112,155,-1.1501275595947882,225,-1.078313025457522,287,-1.2913566587730352,250,-1.3215973611002658,201,-1.1715945223090083,-1.1013162694674428,-1.0427399138124567,-1.2626430612900457,-1.114220292526155,-1.3064770099366505
pENO2-OP_TATA_OP-UAS_EED,73,151,162,329,65,92,118,9,538,168,155,249,pENO2,OP_TATA_OP,E,E,D,-1.1227410939496105,403,-1.0577300345713345,374,-1.0935620346108217,925,-1.0836146038396481,759,-1.1236437519309794,592,-1.1947418630789888,603,-1.148833549725282,438,-1.1902101509589655,400,-1.172451895086851,1041,-1.2071317034549927,627,-1.2474252390833058,739,-1.144081703485655,904,-1.0902355642604724,-1.0885883192252348,-1.1591928075049842,-1.1695218503421239,-1.189791799270922,-1.1957534712844804
pENO2-OP_TATA_OP-UAS_EEF,56,73,126,127,126,116,38,9,227,281,163,150,pENO2,OP_TATA_OP,E,E,F,-1.111691106941009,275,-1.0046929114075986,383,-1.1129600541028255,494,-1.026945842724128,369,-1.090875965385104,366,-1.2059753369194153,417,-1.140194991112469,446,-1.2320681851823645,299,-1.0601089802785721,489,-1.1512188622335935,507,-1.22572914973815,388,-1.1153977545376181,329,-1.0581920091743038,-1.0699529484134769,-1.1484256511522597,-1.1861315881474166,-1.1056639212560828,-1.170563452137884
pENO2-OP_TATA_OP-UAS_EFD,66,91,126,218,288,197,11,3,226,24,177,228,pENO2,OP_TATA_OP,E,F,D,-1.0999408456345723,253,-0.9716520088968212,335,-1.085577780069228,361,-1.1615671950738236,331,-1.084437694942727,418,-1.3264785735291222,295,-1.190271125489501,367,-1.1191204242419495,341,-1.0618871688985205,556,-1.1632650386526495,495,-1.195001288562188,343,-1.1475150523684567,359,-1.0357964272656968,-1.1235724875715256,-1.2054581342359247,-1.1546957748657252,-1.112576103775585,-1.1712581704653222
pENO2-OP_TATA_OP-UAS_FAC,150,119,142,546,445,116,22,1,86,142,138,201,pENO2,OP_TATA_OP,F,A,C,-1.0414555018383445,268,-0.9823164741246493,387,-0.9999265110826787,504,-1.0851479728843378,628,-1.0342916158923696,324,-1.1248338504819568,445,-1.0952961939242547,311,-0.8933026929260726,477,-1.1475938325508999,501,-1.0401990566060784,583,-1.102497863617462,561,-0.9651724942744504,713,-1.011885987981497,-1.0425372419835082,-1.0795627331871631,-0.9942994434251636,-1.0938964445784891,-1.0338351789459561
pENO2-OP_TATA_OP-UAS_FAF,69,208,384,290,31,68,112,7,569,20,73,481,pENO2,OP_TATA_OP,F,A,F,-1.1599676151981946,752,-1.0488208877222256,811,-1.040572809791715,1198,-1.0472418163571038,1066,-1.0829631503330548,851,-1.1375914673518692,800,-1.1116892673180516,756,-1.0951740097808282,904,-1.0612222275789656,1214,-1.1511197259561166,1191,-1.103555074067211,889,-1.159164830256334,1150,-1.10439425146021,-1.0439073130744094,-1.110277308842462,-1.10343163854944,-1.1061709767675412,-1.1313599521617725
pENO2-OP_TATA_OP-UAS_FBC,139,162,503,379,49,109,123,171,121,533,420,376,pENO2,OP_TATA_OP,F,B,C,-0.943056579123054,503,-1.0767654407563494,482,-1.153820567628931,742,-1.0605295787245568,821,-1.01511041964614,524,-1.0488086886539683,361,-1.097902246490022,595,-1.1499519354548053,578,-1.0405082981731528,749,-1.152332964016604,711,-1.1988459969790866,746,-1.0575632043855168,873,-1.0099110099397017,-1.107175073176744,-1.0319595541500541,-1.1239270909724137,-1.0964206310948783,-1.1282046006823017
pENO2-OP_TATA_OP-UAS_FBF,249,173,234,817,238,85,73,15,287,421,289,235,pENO2,OP_TATA_OP,F,B,F,-1.0692436502917886,864,-1.0485286753621899,811,-1.0485468341247326,846,-1.0676769508830184,885,-1.0729249347632908,739,-1.1068532552496437,727,-1.1696909778648554,672,-1.2063947075081338,683,-1.0872825005437237,1110,-1.1224636988334755,1080,-1.1542411942643829,921,-1.2009970737292455,967,-1.0588861628269892,-1.0581118925038755,-1.0898890950064672,-1.1880428426864946,-1.1048730996885996,-1.177619133996814
pENO2-OP_TATA_OP-UAS_FCA,31,140,72,9,234,100,5,23,139,2,14,130,pENO2,OP_TATA_OP,F,C,A,-1.1262375315171413,168,-1.0047460425163592,128,-1.0561658012122175,369,-1.136404175622989,219,-1.0846681137288077,287,-1.2675683644186044,213,-1.053942229552754,323,-1.2393080488823476,233,-1.1265049254503585,369,-1.1791562480524775,303,-1.2915053052417695,269,-1.2729691724988696,202,-1.0654917870167502,-1.0962849884176031,-1.176118239073706,-1.1466251392175508,-1.152830586751418,-1.2822372388703196
pENO2-OP_TATA_OP-UAS_FCC,79,117,183,6,142,26,8,8,182,124,309,156,pENO2,OP_TATA_OP,F,C,C,-1.0622345878747919,260,-1.046571253088125,247,-1.1627580295571187,566,-1.1540464496779312,360,-1.1240984581082456,318,-1.1148933610181064,439,-1.2192989712387194,218,-1.051230456862518,285,-1.1058864467771903,409,-1.0917271835129216,341,-1.2401341168424467,361,-1.063052506720178,442,-1.0544029204814584,-1.158402239617525,-1.119495909563176,-1.1352647140506187,-1.098806815145056,-1.1515933117813124
pENO2-OP_TATA_OP-UAS_FDC,100,126,101,39,79,157,78,4,299,114,74,289,pENO2,OP_TATA_OP,F,D,C,-1.0571482063823494,405,-1.0799998844215493,427,-1.0757685452245027,554,-1.1044903196953215,561,-1.106655477083067,457,-1.1548649679633947,394,-1.092069421920821,391,-1.1860221565626419,355,-1.123449987705031,594,-1.1278082171005372,601,-1.0420250890263545,566,-1.1316032577362778,587,-1.0685740454019492,-1.090129432459912,-1.130760222523231,-1.1390457892417314,-1.125629102402784,-1.0868141733813161
pENO2-OP_TATA_OP-UAS_FDF,143,36,164,16,72,138,24,2,43,4,20,33,pENO2,OP_TATA_OP,F,D,F,-1.1734550983628322,172,-1.0616532287946534,204,-1.1624640715970873,332,-1.1430266916326606,281,-1.061022160875066,296,-1.069690476458771,295,-1.149167865754419,220,-1.1733511107626533,261,-1.1587831299918774,213,-1.1051115818341712,391,-1.2371562726400782,225,-1.0559553279975606,333,-1.1175541635787427,-1.1527453816148738,-1.0653563186669186,-1.161259488258536,-1.1319473559130242,-1.1465558003188194
pENO2-OP_TATA_OP-UAS_FEA,66,77,150,67,17,207,60,4,227,466,129,263,pENO2,OP_TATA_OP,F,E,A,-1.0534322408053027,242,-1.046686645544522,277,-1.0584459699804751,505,-1.0462341260773795,307,-1.0734131007511625,336,-1.066683410976454,306,-1.2104948050487252,146,-1.2838020770234504,204,-1.1077509110281019,309,-1.134261731098465,392,-1.1037792982371517,300,-1.2290285117650503,335,-1.0500594431749124,-1.0523400480289273,-1.0700482558638083,-1.2471484410360878,-1.1210063210632835,-1.166403905001101
